EmployeeID,Attrition_binary,Age,JobSatisfaction,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,MaritalStatus,NumCompaniesWorked,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department,MonthlyIncome,PercentSalaryHike,children,Manager_relation_satisfaction
684,1,28,4,4,Medical,1,Male,84,1,Married,5,3,5,4,2,3,2,2,2,Research & Development,3464,13,0,4
685,0,30,4,2,Medical,4,Female,64,3,Married,1,3,11,2,3,10,8,1,9,Research & Development,5775,13,0,4
686,0,31,3,2,Life Sciences,3,Female,48,2,Married,1,4,10,2,3,10,9,8,9,Research & Development,8943,24,1,1
687,0,39,4,2,Medical,3,Male,54,2,Married,1,3,21,2,3,21,9,13,3,Research & Development,19272,15,2,1
688,1,39,3,2,Medical,4,Female,41,3,Married,4,3,12,3,2,1,0,0,0,Sales,5238,18,0,1
689,0,47,3,5,Life Sciences,4,Male,42,3,Married,4,3,21,2,3,3,2,1,1,Research & Development,18300,11,1,2
690,0,43,3,4,Life Sciences,3,Female,82,2,Divorced,1,3,9,3,4,9,7,0,0,Research & Development,5257,11,0,2
691,0,27,2,1,Marketing,3,Male,73,3,Married,0,3,6,0,3,5,4,1,4,Sales,6349,13,2,4
692,0,43,1,3,Life Sciences,3,Female,43,3,Married,8,3,10,1,2,1,0,0,0,Research & Development,9985,16,0,1
693,0,45,4,4,Other,4,Male,75,3,Married,9,3,12,3,3,10,9,9,8,Research & Development,3697,14,0,1
694,0,40,4,2,Medical,2,Male,57,1,Married,2,4,6,2,2,4,3,0,2,Sales,7457,22,0,3
695,1,29,1,4,Other,2,Male,77,1,Married,1,3,7,4,2,7,7,0,7,Research & Development,2119,11,0,4
696,0,30,3,3,Marketing,4,Female,30,2,Divorced,1,3,10,2,3,10,9,1,2,Sales,6118,13,1,3
697,0,27,2,4,Marketing,2,Female,56,3,Married,1,3,8,3,3,8,7,0,7,Sales,6214,18,0,1
698,0,37,4,2,Medical,4,Male,61,3,Divorced,7,3,8,2,2,6,2,0,4,Research & Development,6347,16,0,3
699,0,38,4,2,Life Sciences,3,Male,92,2,Divorced,0,3,12,3,3,11,10,2,9,Research & Development,11510,14,1,2
700,0,29,2,1,Marketing,4,Female,39,2,Divorced,1,3,7,2,3,7,7,1,7,Sales,8268,14,2,1
701,0,23,4,1,Life Sciences,3,Male,83,3,Divorced,1,3,4,2,2,4,2,0,2,Research & Development,2904,12,2,3
702,0,29,3,3,Life Sciences,4,Male,61,3,Married,1,3,4,3,2,4,3,0,2,Sales,4649,14,1,1
703,0,42,3,1,Technical Degree,3,Male,52,3,Divorced,0,3,4,5,3,3,2,1,0,Human Resources,2696,11,0,3
704,0,32,2,3,Medical,3,Female,75,3,Married,1,3,8,4,3,8,0,0,7,Research & Development,2370,13,0,3
705,0,48,3,1,Medical,1,Female,91,3,Married,3,4,15,3,1,0,0,0,0,Sales,12504,21,0,2
706,0,37,1,3,Medical,3,Male,51,4,Divorced,4,3,13,2,3,7,7,6,7,Research & Development,5974,13,1,1
707,0,30,3,2,Technical Degree,4,Female,85,3,Married,7,3,4,2,4,2,2,2,2,Sales,4736,12,0,2
708,0,26,3,3,Life Sciences,3,Male,57,3,Married,1,3,8,3,3,8,7,7,7,Sales,5296,17,1,2
709,0,36,4,4,Medical,1,Male,48,2,Married,4,3,16,2,3,13,9,1,12,Sales,9699,11,1,1
710,0,57,3,4,Medical,4,Male,88,3,Married,2,3,15,2,3,3,2,1,2,Research & Development,6755,11,0,3
711,0,40,3,4,Life Sciences,4,Female,46,4,Married,3,3,10,3,3,7,7,1,7,Research & Development,2213,13,0,3
712,0,37,1,3,Medical,3,Female,98,3,Married,6,4,17,3,3,5,4,0,3,Research & Development,3452,20,1,2
713,0,46,3,4,Medical,3,Female,30,3,Married,2,3,7,2,4,1,0,0,0,Research & Development,5258,14,0,3
714,1,40,3,2,Marketing,3,Male,68,2,Married,2,3,8,6,3,6,4,1,0,Sales,6380,12,1,1
715,0,27,2,2,Medical,4,Male,82,3,Divorced,1,3,5,2,3,5,2,0,4,Research & Development,3816,11,0,2
716,0,51,4,2,Life Sciences,3,Female,87,3,Married,4,3,18,2,2,7,7,0,7,Sales,4936,11,1,3
717,0,36,3,3,Life Sciences,4,Female,96,3,Married,4,3,6,3,3,2,2,2,2,Research & Development,2543,13,0,2
718,0,24,3,4,Marketing,4,Female,77,3,Divorced,1,3,5,2,4,5,2,0,3,Sales,4260,12,2,4
719,0,30,2,1,Technical Degree,3,Male,72,3,Married,1,3,1,3,3,1,0,0,0,Sales,2476,18,3,1
720,0,22,2,3,Medical,1,Female,43,3,Married,1,3,2,1,3,2,1,1,2,Research & Development,2244,13,1,4
721,0,36,3,2,Medical,2,Male,61,2,Married,1,3,10,2,3,10,9,9,0,Sales,7596,13,2,2
722,0,37,1,3,Life Sciences,4,Female,95,3,Divorced,1,3,18,2,2,18,7,12,17,Research & Development,3034,12,0,3
723,0,40,2,2,Marketing,4,Female,46,3,Divorced,7,3,8,5,3,5,4,1,3,Sales,5715,12,1,3
724,0,42,1,4,Life Sciences,2,Female,95,3,Divorced,3,3,8,5,3,5,2,1,2,Research & Development,2576,16,1,2
725,0,43,2,3,Life Sciences,1,Male,59,2,Divorced,1,3,25,3,3,25,10,3,9,Research & Development,14336,11,2,3
726,0,40,3,3,Medical,2,Female,78,2,Married,6,4,20,3,3,1,0,0,0,Research & Development,3448,22,1,2
727,0,54,1,2,Medical,1,Male,86,3,Married,4,3,24,4,2,4,2,1,2,Research & Development,19406,11,2,3
728,0,34,3,4,Marketing,3,Female,72,3,Married,9,3,6,3,3,3,2,1,2,Sales,6538,15,2,1
729,0,31,1,2,Medical,2,Female,31,3,Married,1,3,13,5,1,13,10,3,12,Research & Development,4306,12,1,2
730,0,43,4,3,Medical,4,Male,61,3,Married,7,4,8,1,3,3,2,1,2,Research & Development,2258,20,0,1
731,0,43,3,4,Other,3,Female,74,3,Divorced,4,3,8,3,3,5,2,0,2,Research & Development,4522,14,1,4
732,0,37,3,5,Medical,2,Female,72,3,Married,3,3,15,2,3,13,11,10,7,Research & Development,4449,15,0,1
733,0,31,1,2,Life Sciences,4,Male,98,2,Married,1,3,4,3,3,4,2,3,2,Research & Development,2218,12,0,3
734,0,39,3,1,Life Sciences,2,Male,52,3,Divorced,1,3,21,3,3,21,8,1,6,Research & Development,19197,14,1,3
735,0,56,1,3,Life Sciences,3,Female,86,4,Married,9,3,36,0,2,7,7,7,7,Sales,13212,11,0,4
736,0,41,1,3,Marketing,2,Male,49,4,Married,1,3,10,2,3,10,7,0,7,Sales,8392,16,2,3
737,0,28,1,2,Medical,3,Male,79,3,Divorced,1,3,10,2,3,10,0,1,8,Research & Development,4558,12,2,4
738,1,25,1,3,Medical,1,Male,91,3,Married,5,3,6,5,3,2,2,0,2,Research & Development,4031,13,2,3
739,0,52,3,3,Medical,4,Male,39,2,Married,2,3,28,4,3,5,4,0,4,Research & Development,7969,14,1,3
740,0,45,4,2,Life Sciences,1,Male,69,3,Married,3,4,8,3,2,2,2,0,2,Research & Development,2654,21,0,4
741,0,52,4,2,Life Sciences,4,Female,30,3,Married,2,3,31,2,1,5,2,1,4,Research & Development,16555,13,0,4
742,0,42,3,2,Life Sciences,1,Female,92,3,Divorced,2,3,19,3,3,5,4,0,2,Research & Development,4556,11,1,2
743,0,60,1,3,Life Sciences,1,Female,41,3,Married,5,3,33,5,1,29,8,11,10,Research & Development,19566,11,0,4
744,0,46,3,3,Medical,3,Female,87,3,Divorced,2,3,19,5,2,10,7,0,8,Research & Development,4810,14,0,3
745,0,42,4,4,Technical Degree,4,Female,88,2,Married,0,3,7,4,4,6,5,0,4,Research & Development,4523,11,0,4
746,1,34,3,2,Marketing,4,Female,33,1,Divorced,0,3,3,3,2,2,2,1,0,Sales,2351,16,0,4
747,0,38,4,2,Life Sciences,4,Male,42,3,Married,1,4,1,3,3,1,0,0,0,Research & Development,1702,23,1,3
748,0,40,3,4,Life Sciences,3,Female,79,3,Married,0,3,21,2,3,20,15,1,12,Sales,18041,14,1,4
749,0,26,4,3,Life Sciences,1,Female,90,3,Divorced,1,4,3,3,1,3,2,0,2,Research & Development,2886,22,0,2
750,0,30,4,3,Life Sciences,3,Male,53,3,Married,4,3,9,3,1,5,3,1,4,Research & Development,2097,15,1,3
751,0,29,3,4,Medical,2,Male,93,2,Married,1,3,10,2,3,10,2,0,7,Research & Development,11935,18,0,3
752,1,29,2,5,Technical Degree,3,Female,71,2,Married,5,3,6,2,4,2,2,1,1,Research & Development,2546,16,1,2
753,0,30,1,4,Other,3,Female,69,3,Married,0,3,10,3,3,9,8,7,8,Sales,8412,11,1,3
754,0,57,4,3,Marketing,1,Male,56,2,Divorced,3,3,32,3,2,1,0,0,0,Sales,14118,12,0,3
755,0,50,3,4,Life Sciences,2,Male,88,2,Married,0,3,28,2,3,27,10,15,7,Research & Development,17046,15,1,2
756,0,60,1,3,Marketing,3,Female,80,2,Married,4,3,22,5,4,18,13,13,11,Sales,10266,19,2,4
757,0,47,4,2,Medical,1,Female,65,3,Divorced,5,3,20,2,3,5,0,0,4,Research & Development,5070,13,1,3
758,0,46,3,3,Life Sciences,1,Male,51,3,Married,6,3,26,2,1,3,2,0,1,Research & Development,17861,13,2,3
759,0,34,3,4,Life Sciences,4,Male,62,2,Divorced,3,3,14,3,3,7,3,5,7,Research & Development,2768,12,0,3
760,0,46,4,3,Marketing,3,Female,94,2,Married,2,3,15,3,3,3,2,1,2,Sales,9071,19,1,3
761,0,31,2,1,Life Sciences,3,Male,33,3,Divorced,1,4,13,6,4,13,8,0,8,Research & Development,10648,25,1,4
762,1,33,3,1,Medical,2,Male,56,3,Married,7,3,15,2,4,7,6,7,7,Research & Development,13610,12,1,4
763,1,33,4,1,Medical,1,Male,38,1,Divorced,7,3,8,2,3,4,3,1,3,Research & Development,3408,13,0,1
764,0,35,3,3,Life Sciences,4,Male,72,3,Married,4,3,10,2,3,8,7,0,0,Research & Development,7632,12,0,3
765,1,31,3,3,Life Sciences,1,Male,66,3,Married,3,3,12,2,3,1,0,0,0,Research & Development,9824,12,0,1
766,1,34,1,3,Human Resources,2,Female,43,3,Divorced,9,3,11,2,3,3,2,0,2,Human Resources,9950,15,2,3
767,0,42,3,2,Other,2,Male,97,3,Married,4,3,8,4,3,2,2,2,0,Research & Development,2093,17,1,4
768,0,48,4,5,Marketing,2,Female,37,3,Married,2,3,14,2,3,9,7,6,7,Sales,4051,14,1,1
769,0,35,3,3,Marketing,2,Male,85,3,Married,9,3,15,2,3,11,9,6,9,Sales,4717,11,0,3
770,0,39,3,1,Life Sciences,3,Female,48,3,Married,1,3,8,3,3,8,3,0,7,Research & Development,3755,11,1,1
771,0,42,1,3,Medical,4,Male,56,3,Married,1,4,10,5,2,10,9,5,8,Research & Development,7406,21,0,4
772,0,45,2,3,Other,4,Male,61,3,Married,0,3,9,3,4,8,7,3,7,Sales,4805,19,0,2
773,1,26,3,4,Life Sciences,2,Female,58,3,Divorced,0,3,8,2,2,7,7,1,0,Human Resources,2741,11,2,2
774,0,29,4,3,Technical Degree,4,Male,34,3,Divorced,4,3,8,2,4,3,2,1,2,Research & Development,4262,12,0,2
775,0,33,3,5,Medical,1,Female,95,4,Divorced,4,3,10,2,3,6,1,0,5,Research & Development,16184,19,0,3
776,0,31,4,3,Life Sciences,3,Male,44,2,Divorced,9,4,10,3,2,5,4,0,1,Sales,11557,21,1,3
777,0,40,1,3,Other,3,Male,58,1,Divorced,3,3,20,2,3,1,0,0,1,Sales,10932,15,3,3
778,0,26,3,2,Medical,1,Male,45,3,Divorced,5,3,8,5,3,0,0,0,0,Sales,4306,12,2,1
779,0,46,3,1,Medical,1,Female,86,3,Married,5,3,28,3,2,2,2,1,2,Research & Development,10527,11,0,4
780,0,41,1,5,Life Sciences,2,Female,91,3,Married,7,3,22,2,3,18,16,11,8,Sales,16595,16,1,2
781,0,37,2,4,Medical,1,Male,69,3,Divorced,1,3,9,6,3,9,5,7,7,Sales,8834,13,1,4
782,0,52,1,2,Technical Degree,4,Male,78,3,Divorced,3,3,18,3,3,10,9,6,9,Research & Development,5577,12,1,2
783,1,32,3,4,Other,4,Male,60,4,Married,8,3,6,2,3,4,2,1,2,Sales,4707,12,1,4
784,0,24,4,3,Medical,4,Male,38,3,Married,0,3,3,3,3,2,2,2,1,Sales,2400,13,1,3
785,0,38,3,3,Medical,3,Female,76,3,Married,3,3,18,4,3,1,0,0,0,Research & Development,9824,19,2,3
786,0,37,2,4,Life Sciences,2,Female,65,3,Married,6,3,8,2,2,6,5,4,3,Research & Development,6447,12,1,2
787,0,49,3,4,Life Sciences,4,Male,58,2,Divorced,1,3,31,5,3,31,9,0,9,Research & Development,19502,17,1,3
788,0,24,4,3,Medical,2,Male,89,4,Married,1,3,6,3,3,6,5,1,4,Research & Development,2725,11,1,2
789,0,26,2,2,Marketing,1,Male,66,3,Married,1,4,6,5,4,5,3,1,4,Sales,6272,20,1,4
790,0,24,2,2,Other,4,Male,94,2,Married,1,4,1,2,3,1,0,0,0,Research & Development,2127,21,1,4
791,0,50,2,3,Medical,1,Male,99,3,Married,1,3,32,2,3,32,5,10,7,Human Resources,18200,11,1,3
792,0,25,3,1,Medical,2,Male,40,3,Married,1,3,7,1,3,7,4,0,6,Sales,2096,11,1,3
793,1,24,3,3,Life Sciences,1,Female,55,3,Married,1,3,6,4,3,6,3,1,2,Research & Development,2886,16,1,4
794,1,30,1,4,Life Sciences,2,Male,74,2,Married,1,3,1,2,4,1,0,0,0,Sales,2033,18,0,3
795,0,34,4,2,Life Sciences,2,Male,83,2,Married,1,3,6,3,3,6,5,1,3,Research & Development,3622,13,0,4
796,1,31,1,4,Medical,2,Male,46,3,Divorced,2,3,9,2,1,3,1,1,2,Sales,4233,17,3,3
797,0,31,4,4,Medical,1,Male,66,4,Divorced,4,4,13,4,4,7,7,5,7,Sales,5460,22,1,4
798,0,27,3,4,Medical,1,Female,66,2,Divorced,0,3,6,5,2,5,3,0,3,Research & Development,2187,12,1,3
799,0,37,3,3,Marketing,4,Male,75,3,Married,4,3,17,3,2,3,0,1,0,Sales,9602,11,0,3
800,0,42,4,4,Life Sciences,3,Female,81,3,Married,1,3,10,4,3,10,2,2,2,Research & Development,4089,13,1,2
801,0,43,4,4,Other,2,Male,50,2,Divorced,4,3,21,3,2,1,0,0,0,Research & Development,16627,14,0,3
802,0,43,3,5,Medical,4,Male,72,3,Divorced,3,3,10,3,3,8,7,4,7,Research & Development,5679,13,0,2
803,0,48,1,4,Life Sciences,4,Female,40,2,Married,7,3,21,3,1,3,2,0,2,Research & Development,15402,11,1,1
804,0,34,3,3,Technical Degree,3,Female,31,3,Divorced,1,3,8,3,3,8,2,0,6,Sales,2579,18,2,4
805,1,27,1,1,Marketing,3,Male,85,3,Divorced,0,3,5,3,3,4,3,0,2,Sales,3041,11,2,2
806,0,44,4,4,Other,4,Male,35,3,Married,4,3,26,2,4,2,2,0,1,Research & Development,19513,12,2,1
807,0,22,3,1,Medical,1,Male,69,3,Married,0,4,3,3,3,2,2,2,2,Research & Development,2773,20,0,4
808,0,33,3,4,Marketing,3,Male,39,3,Divorced,0,3,6,3,3,5,0,1,2,Sales,7104,12,2,4
809,0,32,4,4,Life Sciences,1,Female,92,3,Married,1,3,6,2,2,6,4,0,5,Research & Development,6322,12,1,4
810,0,30,3,3,Medical,3,Female,71,3,Divorced,1,4,1,2,3,1,0,0,0,Research & Development,2083,20,0,3
811,0,34,4,5,Life Sciences,2,Male,42,3,Married,1,3,10,4,2,10,9,8,8,Research & Development,2691,12,2,4
812,1,45,1,4,Life Sciences,1,Female,100,3,Married,2,3,5,4,3,1,1,0,0,Sales,4286,14,1,4
813,0,26,4,3,Life Sciences,3,Female,71,3,Married,1,3,3,2,3,3,2,0,2,Research & Development,2659,13,2,3
814,0,37,3,3,Other,3,Male,36,3,Married,1,3,10,2,3,10,7,7,8,Research & Development,9434,15,0,3
815,0,29,3,2,Medical,2,Female,62,3,Married,1,3,6,5,2,6,0,1,2,Sales,5561,14,2,1
816,0,33,4,3,Life Sciences,3,Male,30,3,Divorced,3,4,15,2,1,13,11,4,7,Research & Development,7725,23,1,3
817,0,54,2,4,Medical,3,Male,88,3,Married,2,3,16,1,4,9,7,7,1,Human Resources,10725,15,0,3
818,0,36,2,2,Medical,2,Male,48,2,Divorced,2,3,13,2,3,3,2,0,2,Research & Development,8847,11,1,3
819,0,35,3,3,Life Sciences,3,Male,41,2,Married,1,3,1,3,3,1,0,0,0,Research & Development,1281,18,2,3
820,0,23,1,3,Medical,1,Male,58,4,Married,2,3,5,3,4,3,2,0,2,Research & Development,2819,16,1,1
821,0,25,2,3,Life Sciences,4,Male,57,4,Married,0,4,4,4,3,3,2,1,2,Sales,4851,22,0,3
822,0,29,4,4,Life Sciences,2,Male,76,1,Divorced,1,3,10,5,3,10,7,2,8,Research & Development,2720,18,0,4
823,0,48,2,1,Marketing,2,Male,56,4,Married,3,3,12,3,3,2,2,2,2,Sales,8120,12,2,4
824,0,27,4,1,Medical,4,Female,71,4,Divorced,1,4,6,3,3,6,5,0,4,Sales,4647,20,0,2
825,0,50,3,1,Medical,4,Male,74,4,Married,1,3,20,3,3,20,8,3,8,Research & Development,3221,11,0,3
826,1,50,3,2,Technical Degree,2,Male,50,3,Married,3,3,18,4,3,4,3,1,3,Sales,6796,14,0,1
827,0,27,1,2,Life Sciences,3,Female,68,3,Married,1,3,9,3,3,9,7,0,7,Research & Development,7412,11,1,4
828,0,40,1,4,Life Sciences,4,Male,48,2,Married,5,4,20,2,3,18,13,1,12,Sales,10475,21,1,3
829,0,53,3,3,Life Sciences,3,Male,59,4,Married,3,3,32,3,3,5,1,1,3,Research & Development,14814,19,2,3
830,0,41,4,4,Human Resources,2,Male,73,2,Divorced,3,3,23,2,2,21,6,12,6,Human Resources,19141,15,1,2
831,0,27,1,2,Life Sciences,4,Male,32,3,Divorced,1,4,9,4,2,9,7,1,7,Research & Development,8793,21,0,3
832,0,41,3,3,Human Resources,4,Male,59,2,Married,1,3,22,3,3,22,7,2,10,Human Resources,19189,12,1,2
833,0,50,2,4,Marketing,4,Male,54,3,Married,7,3,4,2,3,2,2,2,2,Sales,3875,15,1,4
834,0,36,1,3,Life Sciences,1,Female,63,4,Married,9,3,10,2,3,8,7,0,5,Research & Development,11713,14,0,1
835,0,47,3,3,Medical,4,Female,49,3,Divorced,9,3,28,2,2,22,2,11,13,Sales,13770,12,3,4
836,0,30,4,5,Marketing,3,Male,99,3,Divorced,7,4,10,2,2,8,7,7,7,Sales,5304,23,0,4
837,1,42,3,3,Medical,3,Male,57,4,Divorced,6,3,7,2,3,2,2,2,2,Research & Development,2759,12,1,4
838,0,43,4,3,Life Sciences,4,Male,47,2,Married,3,3,7,5,3,2,2,2,2,Sales,6804,18,2,3
839,0,23,1,1,Medical,2,Male,37,3,Married,1,3,5,2,4,4,3,0,2,Research & Development,2500,14,0,4
840,0,39,2,3,Human Resources,3,Female,44,4,Married,9,3,12,3,1,8,3,3,6,Human Resources,6389,15,1,3
841,0,56,4,3,Medical,3,Male,81,3,Married,7,3,30,1,2,10,7,1,1,Research & Development,11103,11,2,3
842,0,29,2,3,Marketing,4,Male,83,3,Divorced,1,3,2,2,3,2,2,2,2,Sales,2297,14,1,4
843,0,35,1,4,Life Sciences,4,Female,61,3,Divorced,2,3,16,2,4,1,0,0,0,Research & Development,5093,11,1,1
844,0,32,4,4,Life Sciences,1,Male,80,3,Married,1,3,10,2,3,10,8,4,7,Research & Development,5309,15,1,4
845,0,38,3,5,Medical,4,Male,92,3,Married,6,3,6,0,1,1,0,0,1,Research & Development,3057,13,0,2
846,0,34,1,5,Life Sciences,2,Female,32,3,Divorced,3,3,7,3,3,0,0,0,0,Research & Development,5121,14,1,3
847,0,52,1,4,Marketing,3,Male,31,2,Married,1,3,34,3,4,34,6,1,16,Sales,16856,11,0,1
848,1,55,1,3,Medical,4,Male,78,3,Married,5,3,24,2,3,5,2,1,4,Research & Development,19859,13,1,4
849,0,52,4,4,Medical,4,Male,41,3,Married,0,3,5,3,3,4,3,1,2,Research & Development,4258,18,0,1
850,0,26,4,2,Life Sciences,1,Female,71,1,Divorced,3,3,5,2,3,2,2,2,0,Research & Development,4364,14,1,1
851,0,29,3,3,Medical,2,Female,66,3,Married,4,3,11,3,2,8,7,1,1,Research & Development,4335,12,0,1
852,0,54,1,4,Medical,4,Female,95,3,Divorced,9,3,9,4,3,5,3,1,4,Research & Development,5485,11,0,2
853,0,27,4,1,Marketing,3,Male,84,3,Married,0,3,5,3,3,4,2,1,1,Sales,4342,19,1,2
854,0,37,1,1,Life Sciences,4,Female,82,3,Divorced,0,3,6,3,2,5,3,4,3,Research & Development,2782,13,1,2
855,0,35,4,4,Life Sciences,1,Female,72,3,Married,1,3,3,1,2,3,2,0,2,Sales,2572,16,2,2
856,0,30,3,3,Life Sciences,4,Male,38,1,Married,3,4,7,2,3,2,2,0,2,Research & Development,3833,21,2,3
857,0,40,2,2,Medical,3,Female,38,4,Married,1,4,8,2,3,8,7,3,7,Research & Development,4244,24,0,4
858,0,34,1,2,Life Sciences,3,Female,93,3,Married,5,3,6,1,3,3,2,1,2,Sales,6500,17,2,2
859,0,42,4,3,Life Sciences,2,Male,66,3,Divorced,1,3,24,4,2,24,7,14,9,Research & Development,18430,13,0,2
860,1,23,1,3,Life Sciences,3,Male,63,4,Married,1,4,1,2,3,0,0,0,0,Research & Development,1601,21,0,3
861,0,24,2,3,Life Sciences,3,Male,60,2,Divorced,1,3,1,4,3,1,0,0,0,Research & Development,2694,11,2,3
862,0,52,3,4,Life Sciences,4,Female,82,3,Married,8,4,9,3,3,5,2,1,4,Research & Development,3149,20,2,2
863,0,50,3,3,Medical,3,Male,64,3,Married,5,3,30,3,3,4,3,0,3,Research & Development,17639,16,0,4
864,1,29,1,2,Life Sciences,2,Female,36,2,Married,1,3,1,1,3,1,0,0,0,Research & Development,2319,11,0,4
865,0,33,3,3,Medical,3,Male,49,3,Married,0,3,14,3,4,13,9,3,7,Research & Development,11691,11,1,4
866,0,47,4,2,Other,3,Female,33,3,Married,1,3,26,3,2,26,14,3,0,Research & Development,16752,11,3,3
867,0,36,2,3,Other,3,Female,35,3,Married,0,3,10,2,3,9,7,0,5,Research & Development,5228,15,0,1
868,0,29,3,2,Life Sciences,3,Male,81,4,Married,1,4,10,3,3,10,7,0,7,Research & Development,2700,24,0,3
869,0,42,4,2,Life Sciences,4,Female,43,2,Married,9,3,8,4,3,4,3,0,2,Research & Development,6062,13,1,4
870,0,36,2,3,Human Resources,3,Male,36,3,Married,4,3,8,2,3,5,2,0,4,Human Resources,2143,13,0,2
871,0,32,3,3,Life Sciences,3,Female,98,2,Married,1,3,14,3,3,14,13,6,8,Research & Development,6162,12,0,3
872,0,42,2,3,Life Sciences,2,Male,98,3,Married,1,3,10,3,2,9,8,7,8,Research & Development,4434,13,0,4
873,0,38,1,3,Life Sciences,1,Male,45,2,Divorced,2,3,13,3,2,4,3,1,2,Research & Development,6288,15,2,3
874,1,49,4,3,Marketing,3,Female,43,3,Married,1,3,9,3,4,9,8,7,7,Sales,7654,18,2,1
875,0,43,1,2,Life Sciences,2,Male,94,3,Married,6,4,22,3,3,4,1,1,0,Research & Development,17159,24,3,3
876,0,27,4,1,Technical Degree,3,Male,42,2,Divorced,1,3,9,3,3,9,8,0,8,Research & Development,12808,16,1,2
877,0,28,2,4,Marketing,2,Female,81,3,Married,1,4,8,2,3,8,7,7,5,Sales,4779,20,2,1
878,0,34,4,2,Human Resources,3,Male,88,3,Married,0,3,4,1,1,3,2,0,2,Human Resources,3737,19,2,3
879,1,26,3,2,Medical,3,Female,88,2,Married,1,3,8,2,3,8,7,1,7,Research & Development,2366,14,2,1
880,0,27,4,3,Medical,4,Male,50,3,Married,1,3,0,6,2,0,0,0,0,Research & Development,1706,11,0,3
881,0,51,3,4,Marketing,1,Female,66,3,Married,2,3,29,2,2,20,6,4,17,Sales,16307,14,1,3
882,0,33,1,3,Medical,1,Male,48,4,Divorced,1,4,9,5,3,9,8,0,8,Sales,4037,22,1,1
883,0,36,4,2,Life Sciences,2,Male,56,3,Married,1,3,18,1,2,18,14,4,11,Sales,6201,14,0,4
884,0,32,4,4,Life Sciences,2,Male,73,3,Divorced,2,3,8,3,2,5,2,0,3,Sales,4403,11,0,3
885,0,30,4,4,Life Sciences,2,Male,75,2,Divorced,9,3,10,3,2,5,4,0,3,Research & Development,3761,12,1,2
886,0,53,4,2,Marketing,1,Female,78,2,Married,7,3,35,3,3,5,2,0,4,Sales,10934,18,1,4
887,0,45,1,3,Marketing,4,Male,74,3,Divorced,4,3,18,2,3,5,4,0,2,Sales,10761,12,0,3
888,0,32,3,2,Medical,3,Female,91,4,Married,5,3,9,3,2,5,3,1,3,Research & Development,5175,12,0,3
889,0,52,4,4,Medical,3,Female,81,2,Married,3,4,31,3,3,9,8,0,0,Research & Development,13826,22,0,3
890,0,37,3,4,Marketing,4,Male,66,2,Divorced,4,3,9,2,3,1,0,0,0,Sales,6334,19,2,4
891,0,28,4,2,Medical,2,Male,63,2,Divorced,1,3,6,6,3,5,1,0,4,Human Resources,4936,13,1,4
892,0,22,4,2,Life Sciences,4,Male,33,2,Married,6,4,4,2,1,2,2,2,2,Research & Development,4775,22,1,1
893,0,44,4,4,Life Sciences,1,Male,62,4,Married,2,4,10,2,2,3,2,0,2,Research & Development,2818,24,0,3
894,0,36,1,3,Life Sciences,1,Male,77,2,Married,0,4,6,3,3,5,4,0,3,Human Resources,2342,21,0,3
895,0,25,1,1,Other,3,Male,98,3,Married,1,3,5,3,3,5,3,0,3,Sales,4194,18,0,4
896,0,35,3,3,Life Sciences,4,Female,66,2,Married,1,4,17,2,3,17,14,5,15,Research & Development,10685,20,0,2
897,1,35,2,4,Life Sciences,4,Female,96,3,Divorced,1,3,10,3,2,10,2,7,8,Research & Development,2022,19,1,1
898,0,32,4,3,Life Sciences,4,Male,61,3,Divorced,0,3,4,2,3,3,0,0,2,Research & Development,2314,12,2,2
899,0,25,1,1,Marketing,3,Male,87,2,Married,1,3,5,1,4,5,2,0,3,Sales,4256,12,1,1
900,0,49,1,3,Technical Degree,3,Female,36,3,Married,2,3,7,2,3,4,2,0,2,Research & Development,3580,16,0,2
901,0,24,4,1,Life Sciences,1,Male,46,2,Married,0,3,6,2,2,5,2,3,4,Research & Development,3162,17,0,4
902,0,32,2,2,Life Sciences,2,Male,48,3,Married,1,3,10,3,3,10,8,5,3,Sales,6524,14,0,4
903,0,38,2,3,Marketing,2,Male,98,2,Married,0,3,3,3,3,2,2,1,2,Sales,2899,19,0,4
904,0,42,4,3,Life Sciences,3,Female,95,4,Married,2,3,17,1,2,5,3,1,3,Research & Development,5231,13,1,2
905,0,31,4,4,Life Sciences,4,Male,48,3,Married,3,3,8,2,3,6,4,0,2,Research & Development,2356,19,0,2
906,1,29,3,3,Medical,2,Female,48,2,Divorced,6,3,5,3,3,3,2,0,2,Sales,2800,19,2,3
907,0,53,4,3,Marketing,1,Male,73,3,Married,5,3,28,3,3,2,0,2,2,Sales,11836,14,2,3
908,0,35,2,3,Technical Degree,4,Male,78,2,Married,3,3,16,2,3,13,10,4,8,Research & Development,10903,16,1,1
909,0,37,4,2,Medical,3,Female,54,3,Married,5,3,10,3,3,5,4,0,0,Sales,2973,15,0,2
910,0,43,4,3,Life Sciences,4,Female,33,3,Married,4,3,12,2,2,5,2,2,2,Research & Development,5562,13,0,2
911,0,47,4,2,Marketing,3,Female,35,3,Married,0,4,8,2,3,7,6,7,7,Sales,4537,22,0,1
